,bookid
40302,2164655
40303,3606451
40304,1771446
40305,2295738
40306,1771453
40307,4786109
40308,2295745
40309,3606466
40310,1116100
40311,1116103
40312,1771464
40313,2033608
40314,2426831
40315,4917199
40316,4261843
40317,3082201
40318,3082202
40319,1902558
40320,4261857
40321,2426851
40322,1116132
40323,3606500
40324,1116131
40325,4917220
40326,4917225
40327,2033642
40328,1116144
40329,1116146
40330,1771507
40331,2033652
40332,2033658
40333,3082236
40334,1116156
40335,3082240
40336,1902593
40337,1116160
40338,3082243
40339,3082244
40340,1902601
40341,3082255
40342,1509392
40343,3082258
40344,3082259
40345,1640466
40346,2033688
40347,4130841
40348,1116186
40349,1378330
40350,2033692
40351,1509406
40352,3082271
40353,2033697
40354,3213347
40355,1902628
40356,3082278
40357,1902632
40358,3606570
40359,4261930
40360,3868715
40361,1116205
40362,1116206
40363,1116207
40364,1902637
40365,3999793
40366,4261933
40367,1116212
40368,3082293
40369,1310427
40370,1116215
40371,3213367
40372,1116216
40373,1116217
40374,1247291
40375,3475509
40376,1902661
40377,1771599
40378,3344466
40379,1902676
40380,3082325
40381,4130904
40382,3082329
40383,4130906
40384,1116248
40385,4130905
40386,4130908
40387,1378401
40388,1771617
40389,1394186
40390,2295911
40391,2295912
40392,2033768
40393,4261996
40394,4262002
40395,1902719
40396,3213439
40397,1116289
40398,2033793
40399,1247361
40400,2295939
40401,1116293
40402,1771654
40403,4262022
40404,3213448
40405,2033803
40406,3999886
40407,2033806
40408,2033808
40409,1116305
40410,2295954
40411,1902737
40412,2033809
40413,1640594
40414,1902741
40415,1116315
40416,1116316
40417,3082397
40418,1116318
40419,3082400
40420,4262048
40421,1116322
40422,1116321
40423,1116325
40424,1116326
40425,1116327
40426,1116328
40427,3082412
40428,1116334
40429,3082416
40430,1116336
40431,1116338
40432,1116337
40433,1116342
40434,1116343
40435,3475642
40436,1116350
40437,1771712
40438,1902784
40439,1116356
40440,2296004
40441,3868872
40442,1116364
40443,3082444
40444,1116366
40445,1116367
40446,1116369
40447,1116371
40448,3868883
40449,1116373
40450,4262101
40451,1316054
40452,1509595
40453,1116381
40454,1902817
40455,4262114
40456,2033891
40457,1509604
40458,1116390
40459,3082471
40460,1116392
40461,1116394
40462,2033901
40463,1116402
40464,4262133
40465,3344631
40466,1116407
40467,1640696
40468,4262137
40469,1640695
40470,3344638
40471,4262143
40472,3344641
40473,2931261
40474,1902852
40475,3606789
40476,1378563
40477,3344647
40478,1116431
40479,1771794
40480,1116435
40481,2165015
40482,2033945
40483,1378586
40484,2033946
40485,3082523
40486,3344676
40487,1116452
40488,2165033
40489,1771819
40490,2165037
40491,1771822
40492,2296110
40493,1902897
40494,2165045
40495,1247542
40496,2033976
40497,2033977
40498,1771840
40499,2165057
40500,1771843
40501,1116483
40502,2820419
40503,2165063
40504,1771847
40505,3606855
40506,1509713
40507,2165076
40508,3082580
40509,2034007
40510,2165084
40511,2296157
40512,2296158
40513,1902945
40514,2820451
40515,1247589
40516,4000102
40517,1116520
40518,2034024
40519,1640810
40520,3344746
40521,4000108
40522,1902959
40523,2296176
40524,3344754
40525,1394241
40526,2034042
40527,2034051
40528,4262276
40529,1902979
40530,1902982
40531,4000134
40532,4000137
40533,1771915
40534,1394245
40535,1509773
40536,2034065
40537,1378706
40538,1509780
40539,2296213
40540,4262302
40541,3082658
40542,3738020
40543,1116586
40544,4131243
40545,3082667
40546,3213741
40547,2034094
40548,4262319
40549,3738033
40550,1509813
40551,1903032
40552,3344824
40553,1116600
40554,1247678
40555,2034112
40556,1247681
40557,1378760
40558,2034127
40559,1509839
40560,3213775
40561,1640914
40562,2034132
40563,3213781
40564,2034134
40565,1903062
40566,1903063
40567,1509844
40568,3213786
40569,1903065
40570,1003487
40571,2034144
40572,1903073
40573,4262368
40574,3213802
40575,2034165
40576,3082741
40577,3082742
40578,1247736
40579,1509881
40580,2034174
40581,1116671
40582,1247750
40583,1378824
40584,3082762
40585,1772043
40586,1509898
40587,1116682
40588,1247758
40589,3213848
40590,1509913
40591,1247769
40592,1903131
40593,2165276
40594,1378845
40595,3738140
40596,1378853
40597,1640997
40598,3213862
40599,2165292
40600,3607085
40601,2296367
40602,1903152
40603,2034225
40604,2034224
40605,2034230
40606,1772088
40607,1247801
40608,1378872
40609,1247802
40610,1903164
40611,3869250
40612,2034242
40613,1903170
40614,1772103
40615,1641034
40616,1641035
40617,3607117
40618,2296397
40619,2296399
40620,1378897
40621,2296402
40622,1772118
40623,1509979
40624,1903197
40625,1903200
40626,2165346
40627,1247847
40628,1378920
40629,1378923
40630,4131435
40631,3082866
40632,2296436
40633,1772149
40634,1772151
40635,1247865
40636,1247866
40637,3607163
40638,3082876
40639,1772158
40640,3082879
40641,3607168
40642,3082878
40643,3082882
40644,1772169
40645,1772170
40646,1772173
40647,1772183
40648,3476122
40649,1247901
40650,1116832
40651,3345059
40652,3082923
40653,1394303
40654,1116853
40655,3607222
40656,1394304
40657,3607224
40658,1394305
40659,3082938
40660,1772220
40661,3607228
40662,3082942
40663,3082941
40664,3082944
40665,1394306
40666,1641149
40667,4000451
40668,1394307
40669,1247937
40670,1247939
40671,3869387
40672,1247949
40673,3082959
40674,1772248
40675,3082973
40676,1941396
40677,1772258
40678,4262626
40679,4262633
40680,4262634
40681,2296561
40682,2296562
40683,4262642
40684,2296564
40685,4262651
40686,4262652
40687,4262654
40688,3345152
40689,4262658
40690,1903366
40691,1379079
40692,2165514
40693,1772298
40694,4262669
40695,4262671
40696,1248017
40697,4262680
40698,3345182
40699,3345184
40700,2296609
40701,3345187
40702,3345188
40703,1248039
40704,4000551
40705,1379111
40706,3869488
40707,4131634
40708,1116980
40709,1903413
40710,4131649
40711,2296642
40712,1248068
40713,4918085
40714,1903434
40715,1510220
40716,1903437
40717,1510221
40718,1510222
40719,3738448
40720,1510225
40721,1248085
40722,1510229
40723,1248087
40724,4918104
40725,4918103
40726,2296664
40727,1248092
40728,4918111
40729,1029617
40730,1248104
40731,1248105
40732,4131693
40733,1248112
40734,2296690
40735,2296693
40736,4262775
40737,1772408
40738,1248122
40739,1510268
40740,4918142
40741,1903486
40742,4918143
40743,3607427
40744,1903492
40745,1772421
40746,3214219
40747,1379213
40748,2296718
40749,1772431
40750,2296719
40751,1510287
40752,1117072
40753,3214227
40754,1290142
40755,1117077
40756,1641366
40757,1117078
40758,4262808
40759,1290143
40760,3214234
40761,1117083
40762,1117084
40763,1117086
40764,1117087
40765,1248159
40766,1117091
40767,1117092
40768,3738532
40769,1117095
40770,1117096
40771,1641385
40772,1641386
40773,1117099
40774,2296750
40775,1602767
40776,4262835
40777,4262836
40778,4262837
40779,1510324
40780,4918200
40781,2821048
40782,1510330
40783,2689980
40784,4131775
40785,1029635
40786,4000705
40787,1117122
40788,1510337
40789,4262854
40790,1903558
40791,1117128
40792,1117129
40793,4000714
40794,1510346
40795,4262860
40796,1117133
40797,1117130
40798,3607503
40799,4262864
40800,2034641
40801,1510347
40802,4131793
40803,1248207
40804,1772501
40805,3214294
40806,1510357
40807,1117141
40808,1248211
40809,1903578
40810,1248214
40811,1248219
40812,1248221
40813,1510366
40814,1117151
40815,1117145
40816,1248226
40817,1117155
40818,1510372
40819,1903588
40820,1967499
40821,1903592
40822,1903593
40823,1903596
40824,1510382
40825,4918257
40826,1510385
40827,3214324
40828,2296822
40829,1772539
40830,1903612
40831,1641470
40832,1772550
40833,1641479
40834,3869704
40835,1248264
40836,1248266
40837,3345418
40838,4000777
40839,2296845
40840,1117198
40841,1117199
40842,1117200
40843,1117201
40844,1510415
40845,3869711
40846,3869715
40847,1117208
40848,1510426
40849,1117210
40850,4131866
40851,2296861
40852,1772573
40853,1772577
40854,1772580
40855,1772581
40856,4262950
40857,1772583
40858,4787240
40859,1772585
40860,4000809
40861,4262949
40862,4262956
40863,3083305
40864,1772590
40865,1510451
40866,1903669
40867,3869750
40868,4000821
40869,1248312
40870,4131895
40871,1248315
40872,2034748
40873,1248316
40874,1772603
40875,1772605
40876,1248320
40877,2296891
40878,1772611
40879,1510468
40880,3607625
40881,2034761
40882,3738699
40883,3738701
40884,1379406
40885,1772626
40886,3869785
40887,4131930
40888,1903705
40889,4000860
40890,1510490
40891,1117280
40892,4000868
40893,4263012
40894,1379437
40895,4885303
40896,3214451
40897,1394393
40898,1029671
40899,1903736
40900,1772666
40901,1510522
40902,3214460
40903,3214461
40904,3214462
40905,1903743
40906,1510526
40907,1117312
40908,1772671
40909,1967529
40910,3214468
40911,1159932
40912,3869831
40913,3083404
40914,1379485
40915,3345569
40916,1248417
40917,1248424
40918,3345577
40919,3607722
40920,4051667
40921,1903799
40922,3083447
40923,1510586
40924,3345595
40925,3869885
40926,3345600
40927,2297026
40928,1117378
40929,4000964
40930,1903816
40931,4000968
40932,2034893
40933,3345618
40934,1903827
40935,4000981
40936,4000983
40937,3869913
40938,1903834
40939,1510619
40940,4263132
40941,1903836
40942,2297052
40943,1248479
40944,1248483
40945,3083492
40946,1379556
40947,1117416
40948,1903853
40949,1117423
40950,3869936
40951,1772785
40952,1772786
40953,1772787
40954,1772788
40955,4132086
40956,4001018
40957,3869949
40958,1248509
40959,2034945
40960,2034946
40961,1772804
40962,3083526
40963,1248519
40964,1248524
40965,1379596
40966,4132113
40967,4132114
40968,2034964
40969,1903895
40970,1772823
40971,3083546
40972,2034972
40973,1903901
40974,2034976
40975,1248546
40976,1248547
40977,4263204
40978,1248549
40979,1772835
40980,4001059
40981,1510696
40982,3083559
40983,3083566
40984,4263214
40985,3083569
40986,1248564
40987,1903925
40988,2034998
40989,3214647
40990,1117496
40991,4263233
40992,3607874
40993,2297153
40994,2297156
40995,3607879
40996,1510734
40997,1510737
40998,3214674
40999,2690385
41000,1510740
41001,3214676
41002,1903959
41003,3214681
41004,3214682
41005,1903964
41006,3214685
41007,1903967
41008,1903968
41009,1379681
41010,2297184
41011,1117543
41012,1510768
41013,1117553
41014,2297207
41015,1510776
41016,2690427
41017,2297213
41018,2559358
41019,2297216
41020,1248640
41021,2297218
41022,3607936
41023,3607939
41024,3607940
41025,2297225
41026,2297233
41027,2297234
41028,1003677
41029,1117593
41030,4132249
41031,3870108
41032,1904036
41033,4001189
41034,4263333
41035,1248680
41036,4025664
41037,1248684
41038,1248685
41039,1248686
41040,2035119
41041,3083692
41042,3083697
41043,1379758
41044,3870125
41045,1641902
41046,2035124
41047,3214774
41048,3214771
41049,1904058
41050,3214779
41051,2035132
41052,3083708
41053,1641918
41054,1248703
41055,1248704
41056,3214780
41057,1772997
41058,2297288
41059,1773002
41060,2035149
41061,1248718
41062,3608017
41063,1117650
41064,1510869
41065,3003771
41066,1248725
41067,2035162
41068,3214810
41069,1773020
41070,1379802
41071,3214814
41072,3214817
41073,2035171
41074,1248739
41075,3214820
41076,2035177
41077,2035179
41078,1904112
41079,2035186
41080,1379826
41081,2035188
41082,3214835
41083,2035190
41084,1248758
41085,2035189
41086,1904119
41087,4263422
41088,1248766
41089,1773057
41090,1773066
41091,4132363
41092,1510929
41093,1248786
41094,1773083
41095,1773084
41096,1510942
41097,3214879
41098,1117730
41099,1773099
41100,2297390
41101,1773104
41102,1904179
41103,1117755
41104,4001341
41105,3477057
41106,5171964
41107,1773129
41108,3345998
41109,3346000
41110,1117777
41111,2035286
41112,3608151
41113,1117784
41114,1904217
41115,1379927
41116,2297438
41117,1773151
41118,1773154
41119,1379941
41120,3608167
41121,3608168
41122,1904233
41123,3608170
41124,3608169
41125,3083885
41126,1117807
41127,2035313
41128,3608183
41129,1379964
41130,3214973
41131,3083904
41132,1642114
41133,1420549
41134,1773191
41135,2297480
41136,1642121
41137,3608208
41138,3608209
41139,2297490
41140,2297494
41141,3608214
41142,1642137
41143,3346073
41144,1904285
41145,2035360
41146,2998569
41147,4001445
41148,3083942
41149,3739305
41150,3739306
41151,3608235
41152,2035372
41153,3608239
41154,3083952
41155,3870385
41156,3739321
41157,2297535
41158,2297536
41159,3083969
41160,2297538
41161,2035397
41162,3346120
41163,2297545
41164,1773256
41165,3083980
41166,2297549
41167,3608270
41168,1773264
41169,2297553
41170,3083988
41171,1773276
41172,3083997
41173,3608286
41174,3346141
41175,1117921
41176,1773283
41177,4001508
41178,3608293
41179,3084004
41180,3084007
41181,1117923
41182,1904361
41183,3346153
41184,3608292
41185,3084012
41186,1511148
41187,3346158
41188,3739375
41189,3346152
41190,4132590
41191,1380082
41192,1511151
41193,3346165
41194,1511158
41195,1380091
41196,1773307
41197,1773308
41198,1773315
41199,1773317
41200,4263685
41201,3608327
41202,3608326
41203,1511180
41204,1117965
41205,1773330
41206,2297620
41207,1773334
41208,4787994
41209,3215134
41210,3608352
41211,1380137
41212,1904430
41213,3608370
41214,2035506
41215,3608374
41216,2297659
41217,1380158
41218,2297663
41219,2297664
41220,4132677
41221,1264279
41222,2297676
41223,2297682
41224,1773395
41225,2035542
41226,4263767
41227,1511257
41228,2297690
41229,2297693
41230,2297697
41231,2297706
41232,1773419
41233,2297710
41234,1904498
41235,2559862
41236,3739512
41237,3739515
41238,4263804
41239,3084158
41240,4263806
41241,1773438
41242,3739521
41243,4263810
41244,1904516
41245,1773445
41246,3739526
41247,3739525
41248,3608454
41249,3739540
41250,4132764
41251,4263837
41252,4263836
41253,2035615
41254,2035616
41255,4263839
41256,1993741
41257,3739558
41258,3870630
41259,1773492
41260,3870645
41261,1134043
41262,3084215
41263,1118136
41264,2297786
41265,1773499
41266,4132797
41267,1837437
41268,1380288
41269,2691010
41270,2691012
41271,3215305
41272,1993749
41273,1773515
41274,2035661
41275,2297807
41276,2035664
41277,3084242
41278,3084243
41279,4263894
41280,2297814
41281,3084249
41282,4263899
41283,3215324
41284,1993753
41285,3215327
41286,1904609
41287,3084257
41288,3215331
41289,2297828
41290,1904611
41291,1993754
41292,2228219
41293,4132844
41294,1993756
41295,3215343
41296,4263922
41297,1380339
41298,1993758
41299,3346426
41300,1773565
41301,1773567
41302,1773569
41303,1773575
41304,3739656
41305,2035721
41306,3739655
41307,1993763
41308,2297874
41309,4263958
41310,3215387
41311,1904671
41312,1511457
41313,1237566
41314,1993767
41315,3215398
41316,1380390
41317,1380391
41318,2035759
41319,1511477
41320,3215415
41321,4263995
41322,3215419
41323,3215423
41324,4264003
41325,1642564
41326,1511494
41327,3215432
41328,1511498
41329,3870795
41330,4001870
41331,3608659
41332,1773654
41333,1773657
41334,4264027
41335,1904733
41336,3608670
41337,1511520
41338,2035809
41339,3084387
41340,1118322
41341,1118323
41342,1118324
41343,1118326
41344,2297975
41345,2035830
41346,1380473
41347,1773698
41348,1773699
41349,3739780
41350,4264066
41351,3084422
41352,3870854
41353,3870856
41354,1773708
41355,4133007
41356,3215504
41357,1773714
41358,3739797
41359,1773717
41360,3739799
41361,4133013
41362,1393874
41363,4264090
41364,3215515
41365,1511580
41366,3870875
41367,2035867
41368,3870876
41369,4133026
41370,4001955
41371,3346596
41372,3084452
41373,3739813
41374,2298021
41375,3215528
41376,3739815
41377,3346604
41378,3608751
41379,4001968
41380,1511599
41381,2429106
41382,1773750
41383,2298040
41384,1118399
41385,1511615
41386,2298048
41387,2035908
41388,4133060
41389,1118410
41390,2298060
41391,1511629
41392,3215568
41393,1511636
41394,4133076
41395,3084502
41396,1773786
41397,1380573
41398,1511646
41399,3084510
41400,3084512
41401,3215585
41402,1511649
41403,1380579
41404,1511651
41405,1380581
41406,1118437
41407,1118439
41408,3084520
41409,3244280
41410,2035947
41411,1118454
41412,1773815
41413,2035961
41414,1118459
41415,2035965
41416,3739910
41417,2298123
41418,1511691
41419,3215627
41420,1511695
41421,2035983
41422,2035986
41423,1118483
41424,1773844
41425,3871005
41426,3084574
41427,1118494
41428,1118495
41429,2036003
41430,2298149
41431,4919590
41432,3871018
41433,3215659
41434,4133164
41435,3215660
41436,1118510
41437,2036015
41438,1773872
41439,1773873
41440,3084594
41441,3608883
41442,1773867
41443,1773871
41444,3084590
41445,4919608
41446,1642810
41447,4133179
41448,4919613
41449,1511742
41450,1642814
41451,1642816
41452,4919614
41453,4133182
41454,1511748
41455,1904965
41456,3084612
41457,1511757
41458,4264269
41459,1904976
41460,1118546
41461,1773908
41462,3374561
41463,1904983
41464,4264279
41465,1773917
41466,3215710
41467,4002141
41468,3608928
41469,1773921
41470,3740003
41471,1773924
41472,1773925
41473,1773927
41474,1118573
41475,1118575
41476,2298223
41477,2036081
41478,1118584
41479,1773944
41480,3084667
41481,1118588
41482,2298237
41483,2298243
41484,1511813
41485,3084678
41486,1511814
41487,2298248
41488,3084682
41489,3215757
41490,1905038
41491,1290446
41492,3215762
41493,1511828
41494,2036119
41495,2036120
41496,2298269
41497,2298270
41498,1118624
41499,3215776
41500,3740070
41501,1773993
41502,4002219
41503,1773996
41504,4133294
41505,4133295
41506,4002224
41507,1380787
41508,1905077
41509,3740086
41510,4002230
41511,1905087
41512,2298304
41513,3084737
41514,2036161
41515,4264384
41516,3740101
41517,3215820
41518,3215821
41519,4919757
41520,1774036
41521,3215829
41522,1774038
41523,1118676
41524,2036184
41525,1774041
41526,1774042
41527,3346905
41528,1511900
41529,1774046
41530,1642975
41531,1905122
41532,2298340
41533,4264420
41534,1118695
41535,1511912
41536,2298345
41537,1774062
41538,1118703
41539,2298352
41540,1905141
41541,1905142
41542,3871229
41543,4002301
41544,1380864
41545,2298372
41546,1905157
41547,1511945
41548,1118732
41549,3084815
41550,4264463
41551,1774097
41552,3346963
41553,4002326
41554,1118743
41555,3871258
41556,3215901
41557,1511965
41558,3084836
41559,2801468
41560,2036266
41561,3609132
41562,1511983
41563,3215920
41564,1118770
41565,1511987
41566,1118772
41567,3084855
41568,3347003
41569,4919873
41570,1118785
41571,3084870
41572,4133450
41573,1774156
41574,4002381
41575,1368639
41576,2298445
41577,2429524
41578,1380950
41579,2298455
41580,2298456
41581,2298457
41582,2298458
41583,1643100
41584,2298460
41585,3215967
41586,2429536
41587,1118816
41588,4919904
41589,1118819
41590,2298463
41591,3215973
41592,3609187
41593,1118817
41594,1774187
41595,3347052
41596,2298477
41597,2298478
41598,3609197
41599,2298480
41600,2298482
41601,3084916
41602,4264564
41603,4264565
41604,2036343
41605,3215991
41606,2036345
41607,3215992
41608,4133494
41609,3347069
41610,3215997
41611,3740290
41612,1774213
41613,1905286
41614,3216007
41615,3740294
41616,3347079
41617,3084938
41618,3216005
41619,3216008
41620,1774221
41621,1774222
41622,1082083
41623,1512080
41624,4919953
41625,1774224
41626,1774227
41627,1905301
41628,4919960
41629,4919964
41630,1118877
41631,3740320
41632,1512100
41633,2036390
41634,4919979
41635,1381036
41636,3084973
41637,3216045
41638,1118897
41639,3609269
41640,1118905
41641,3740345
41642,1118907
41643,4919996
41644,3216060
41645,3740348
41646,1118909
41647,2983859
41648,1118908
41649,3740354
41650,3740352
41651,3084991
41652,1905349
41653,4920005
41654,1118925
41655,1774288
41656,4920021
41657,3216089
41658,1512160
41659,4920033
41660,4920036
41661,4920037
41662,1118948
41663,1905382
41664,4264680
41665,1512169
41666,4920040
41667,4920042
41668,1774316
41669,1134207
41670,3085040
41671,3871473
41672,3085043
41673,1512179
41674,1774327
41675,1118971
41676,4002557
41677,4920062
41678,1118973
41679,1118976
41680,1915758
41681,2036483
41682,3740422
41683,1118982
41684,1118984
41685,1118983
41686,1118986
41687,2036491
41688,1118988
41689,1643275
41690,1118990
41691,3740431
41692,3347214
41693,2298641
41694,4002577
41695,4002571
41696,4920079
41697,3085075
41698,2298646
41699,4002576
41700,4920081
41701,1774366
41702,3347234
41703,2298659
41704,4920107
41705,2036527
41706,2983882
41707,2036531
41708,1512245
41709,4002618
41710,4920122
41711,1119040
41712,1381186
41713,1512259
41714,1512261
41715,3609416
41716,1381193
41717,1119051
41718,3609422
41719,2036561
41720,1381202
41721,1774421
41722,1512278
41723,3871576
41724,2036569
41725,2036573
41726,2036576
41727,1119073
41728,1119072
41729,2036579
41730,1512291
41731,1119080
41732,2429801
41733,1119081
41734,4002670
41735,4920175
41736,3216250
41737,2298747
41738,1381244
41739,4002684
41740,4920190
41741,1381252
41742,3609477
41743,3085191
41744,3347336
41745,1512329
41746,4002699
41747,1512332
41748,4002701
41749,2036622
41750,1512336
41751,2298769
41752,3871635
41753,3740564
41754,4002710
41755,4002711
41756,4920215
41757,4920218
41758,2036635
41759,1512347
41760,3216287
41761,4002722
41762,2298788
41763,4002726
41764,2036648
41765,4920233
41766,4920234
41767,3085226
41768,4264880
41769,3871666
41770,4264882
41771,1119156
41772,4920247
41773,4920248
41774,4920249
41775,4133819
41776,3609531
41777,1512381
41778,1512382
41779,1119167
41780,1512385
41781,2298818
41782,1774534
41783,4264904
41784,2036683
41785,3871691
41786,1512399
41787,1512400
41788,1056097
41789,1119186
41790,1905618
41791,1512407
41792,2298842
41793,3740637
41794,1643490
41795,4002787
41796,3085284
41797,1905637
41798,1316617
41799,1119207
41800,2298856
41801,2036706
41802,3085290
41803,3609580
41804,2298862
41805,1512433
41806,2298868
41807,1774584
41808,1512442
41809,1316621
41810,2036732
41811,3085310
41812,1381378
41813,4264964
41814,1119239
41815,1512458
41816,2036748
41817,4264974
41818,2298895
41819,1512467
41820,1643544
41821,2298905
41822,1905690
41823,1643545
41824,1643549
41825,1643550
41826,1643551
41827,3740702
41828,1643553
41829,1512482
41830,1119268
41831,1774628
41832,3085350
41833,2036773
41834,1082166
41835,3085353
41836,1512490
41837,2298922
41838,1643566
41839,1119281
41840,2036787
41841,1512500
41842,2036791
41843,2298937
41844,2298939
41845,2298940
41846,1119291
41847,4920383
41848,1316635
41849,1905729
41850,3609668
41851,1119301
41852,3609672
41853,1119305
41854,1512521
41855,1643596
41856,1905742
41857,1643599
41858,3216464
41859,1905745
41860,1905746
41861,3216466
41862,3296559
41863,1643610
41864,2036827
41865,4133978
41866,1119332
41867,1381476
41868,4133996
41869,2430063
41870,3347568
41871,3871855
41872,2036849
41873,1512559
41874,2298994
41875,4002933
41876,1774703
41877,1119351
41878,3085425
41879,3347577
41880,1512572
41881,1381504
41882,1381508
41883,3085445
41884,1905799
41885,1512584
41886,2299019
41887,3347596
41888,2036875
41889,3216526
41890,3347599
41891,2036881
41892,2036882
41893,1512593
41894,1512597
41895,3347606
41896,1119383
41897,1905817
41898,1774750
41899,2299038
41900,2561184
41901,3347618
41902,1774754
41903,1381538
41904,1512612
41905,1905830
41906,3871911
41907,3634264
41908,4920489
41909,1905837
41910,1774770
41911,2541082
41912,1381558
41913,1381559
41914,1381560
41915,1119417
41916,4003002
41917,1381580
41918,3085517
41919,2036942
41920,1381582
41921,1381581
41922,4003031
41923,3871961
41924,2036954
41925,1420872
41926,1905884
41927,3347676
41928,1512670
41929,1082202
41930,1905892
41931,1905895
41932,1905897
41933,1119473
41934,4134130
41935,1119476
41936,2692341
41937,1512694
41938,1774844
41939,3085566
41940,1119486
41941,1774848
41942,2036993
41943,1774857
41944,1119498
41945,3216652
41946,1119504
41947,3347730
41948,1774868
41949,3740950
41950,1119511
41951,2299161
41952,1119515
41953,2299164
41954,1512732
41955,1119517
41956,1119522
41957,1774882
41958,3244497
41959,1512741
41960,1119526
41961,1119527
41962,1119528
41963,1119529
41964,1774895
41965,2037043
41966,3347764
41967,1512759
41968,1212478
41969,2299194
41970,1119546
41971,1004066
41972,2299195
41973,1643839
41974,1512769
41975,2037057
41976,1774916
41977,1119556
41978,1082224
41979,1119567
41980,1774933
41981,1381722
41982,1512795
41983,3085660
41984,1774940
41985,1381728
41986,1906017
41987,2430307
41988,1119587
41989,1119590
41990,1774952
41991,3085673
41992,1512810
41993,1108282
41994,2037101
41995,1082231
41996,1119602
41997,1512819
41998,1119604
41999,4265336
42000,1774968
42001,1119617
42002,4265349
42003,2299272
42004,1119627
42005,1774988
42006,1906062
42007,4822179
42008,1381777
42009,1082238
42010,3085715
42011,1119635
42012,3085716
42013,1906070
42014,1775000
42015,1119642
42016,1082241
42017,1906095
42018,1906096
42019,1775025
42020,1906097
42021,1643954
42022,1512884
42023,1381820
42024,1119677
42025,1512893
42026,2299327
42027,1775040
42028,1512898
42029,1775046
42030,3191416
42031,1082250
42032,1775060
42033,4265431
42034,1512919
42035,3347929
42036,2037210
42037,2037211
42038,1906139
42039,3872220
42040,2037216
42041,1030151
42042,1512933
42043,1512932
42044,3610087
42045,1512936
42046,1512937
42047,1644010
42048,1906155
42049,3347943
42050,3610094
42051,2299375
42052,1512944
42053,1644020
42054,1512950
42055,3347961
42056,2299386
42057,1512955
42058,4134396
42059,3347965
42060,1775103
42061,4265473
42062,4134403
42063,3085828
42064,1420931
42065,3610120
42066,3216907
42067,3610123
42068,2037260
42069,3347982
42070,3216908
42071,1512974
42072,4789777
42073,1775119
42074,3347989
42075,1512982
42076,1512981
42077,3610136
42078,1381912
42079,3347997
42080,3085855
42081,3741218
42082,3872290
42083,2168356
42084,3348010
42085,3610157
42086,1119790
42087,3085871
42088,1119796
42089,2037301
42090,4265526
42091,3610165
42092,3348024
42093,1381947
42094,2037309
42095,1775166
42096,1775165
42097,3216960
42098,1513025
42099,1775178
42100,1513034
42101,3872332
42102,3872334
42103,4265552
42104,3872337
42105,1119829
42106,1513052
42107,3610205
42108,1119839
42109,1513057
42110,1250914
42111,4265573
42112,1119852
42113,3085942
42114,1160438
42115,3872378
42116,1119868
42117,1775229
42118,1250942
42119,3610241
42120,1119878
42121,3741318
42122,1513095
42123,1513097
42124,1513096
42125,1906315
42126,3217035
42127,1119886
42128,1775246
42129,2823823
42130,3348113
42131,3348115
42132,1513108
42133,1775257
42134,1513114
42135,3348124
42136,2037406
42137,1906335
42138,1119904
42139,2037409
42140,2037410
42141,2037411
42142,2037407
42143,1775264
42144,3348134
42145,1513124
42146,3348129
42147,3085996
42148,4265645
42149,3348141
42150,3348140
42151,3741357
42152,2954929
42153,3086003
42154,3872436
42155,3086005
42156,2430647
42157,1906361
42158,1915947
42159,3086014
42160,3741375
42161,1264659
42162,1513154
42163,1775301
42164,3086022
42165,1119944
42166,3872457
42167,1513163
42168,3348174
42169,1513167
42170,2037456
42171,1119951
42172,3610320
42173,1906388
42174,2037461
42175,3741401
42176,3741402
42177,3086045
42178,1513187
42179,1906406
42180,1119980
42181,1513198
42182,2037487
42183,4134640
42184,4134641
42185,2037488
42186,2299635
42187,1119983
42188,3086071
42189,1382141
42190,3348221
42191,2823936
42192,2037507
42193,3872518
42194,2037510
42195,1382152
42196,3348230
42197,1775372
42198,1837809
42199,2037518
42200,3872526
42201,2037520
42202,1120014
42203,3348241
42204,1420984
42205,3217173
42206,1513242
42207,1775389
42208,1513249
42209,2037537
42210,2299690
42211,3741483
42212,1120045
42213,3217199
42214,1513263
42215,1513265
42216,2037551
42217,3348278
42218,3741497
42219,3348282
42220,2299707
42221,2037564
42222,2037568
42223,3610433
42224,3086147
42225,2037577
42226,2037578
42227,1644361
42228,3086167
42229,2037593
42230,3348317
42231,1513310
42232,3086180
42233,4134761
42234,3610473
42235,2037610
42236,1251179
42237,3479409
42238,1644403
42239,2037622
42240,4265847
42241,4265848
42242,1644409
42243,4265851
42244,3610492
42245,4265852
42246,3086206
42247,2299775
42248,2037627
42249,2299785
42250,2037647
42251,1644432
42252,1513359
42253,4134799
42254,4134806
42255,1775513
42256,4134812
42257,1513372
42258,3086241
42259,4833770
42260,3610541
42261,2299823
42262,1382324
42263,3610550
42264,2037687
42265,4134842
42266,4134843
42267,2037694
42268,1906624
42269,3086272
42270,2037698
42271,4265924
42272,1775556
42273,3086277
42274,3348423
42275,3610576
42276,1644498
42277,3086295
42278,3217368
42279,2037729
42280,2299876
42281,2037741
42282,1906681
42283,4265977
42284,4265979
42285,1906683
42286,3217404
42287,3217406
42288,2299903
42289,3217405
42290,3086337
42291,3217407
42292,3217412
42293,1775620
42294,2299915
42295,4265996
42296,1775629
42297,1906704
42298,2037777
42299,1120277
42300,1775637
