author,book_id
Cecelia Ahern,"[147865, 2410506, 158119, 6631792, 588369, 4279056, 10893138, 15732712, 18161265]"
Peggy Parish,[774001]
Fritz Siebel,[774001]
Jodi Ellen Malpas,"[16140036, 18149927, 17255265, 21795430]"
W. Bruce Cameron,[7723542]
Sabaa Tahir,"[20560137, 25558608]"
Helene Wecker,[15819028]
Nicola Bradbury,[31242]
Esphyr Slobodkina,[775597]
James Ellroy,"[21704, 57727, 36064, 36058]"
Peter Glassman,[83346]
Jung Chang,[1848]
Guillermo del Toro,"[6065215, 6723348, 6945530]"
Chuck Hogan,"[6065215, 6723348, 6945530]"
Emily Dickinson,"[112204, 112200]"
Thomas H. Johnson,[112204]
Fred Gipson,[130580]
Alexandra Bracken,"[10576365, 16150830, 16150831, 20983362]"
Norman Vincent Peale,[1134122]
Nina Bawden,[17728]
Nate  Taylor,[21535271]
Solomon Northup,[18478222]
Nathaniel Philbrick,"[17780, 4820, 61834]"
Ayaan Hirsi Ali,[81227]
Nassim Nicholas Taleb,"[242472, 38315, 13530973]"
Aleksandr Solzhenitsyn,"[17125, 70561]"
H.T. Willetts,[17125]
Walter M. Miller Jr.,[164154]
Colm Tóibín,"[4954833, 21412360]"
Lauren DeStefano,"[8525590, 11112619]"
J.D. Vance,[27161156]
Stephen Crane,[35220]
Randall Munroe,[21413662]
Steven Erikson,"[55399, 55401, 175983, 55398, 345299, 459064]"
Colson Whitehead,[30555488]
Cora Carmack,[16034964]
J.M. Coetzee,"[6192, 6194, 48862]"
Arnold Lobel,"[537296, 94803, 833549, 94804]"
B.A. Paris,[29437949]
Michael Shaara,[682804]
Sharon M. Draper,[6609765]
Amanda Hocking,"[8564935, 11966216, 11947829, 8046350, 10586539]"
Boris Pasternak,[130440]
Max Hayward,[130440]
Manya Harari,[130440]
John Bayley,[130440]
P.D. James,"[12875355, 41913, 3832, 764434, 4162673]"
Jane Hamilton,[5205]
Frank  Muller,[5205]
C.J. Critt,[5205]
Tom Wolfe,"[7442, 2666, 586472, 231]"
William S. Burroughs,"[7437, 23940]"
James Grauerholz,[7437]
Barry  Miles,[7437]
Kelley Jones,"[25100, 25101]"
Charles Vess,"[25100, 25104, 15161]"
Colleen Doran,"[25100, 25102]"
Steve Erickson,[25100]
Lech Jęczmyk,[18423]
Maureen Johnson,"[3213286, 17020, 16303287]"
Lauren Myracle,[3213286]
Atul Gawande,"[20696006, 4477]"
Henrik Ibsen,"[37793, 292275]"
Michael   Meyer,[37793]
James A. Michener,"[12658, 12657, 133430, 12663, 12661, 133488]"
Richard Yates,[48328]
Rachel Cohn,"[25373, 7741325]"
Tom Stoppard,[18545]
Henry Popkin,[18545]
Alex Garland,[607639]
Beth Hoffman,[6617928]
Jenna Lamia,[6617928]
Raymond E. Feist,"[13812, 13810, 43916, 13813, 149302, 43908, 589979, 13881, 13815, 169959, 317504, 13878, 13811, 92918]"
Jennifer Crusie,"[854757, 33727, 33732, 33729]"
Nelson Mandela,[318431]
Bryce Courtenay,[122]
Dashiell Hammett,"[29999, 80616, 30005]"
Daniel Goleman,[26329]
Walter Scott,[6440]
Kiersten White,"[7719245, 20309175]"
Adriana Trigiani,"[13127599, 58822, 52471, 60057, 3673357]"
Andre Agassi,[6480781]
J.R. Moehringer,"[6480781, 144977]"
Anthony Horowitz,"[136782, 542414, 224500, 103983, 94319, 1821571, 11093329, 8435445, 6566616, 22535533]"
Dick Hill,"[21745, 13359067, 28077464]"
Richard Ferrone,[95617]
Jeph Loeb,[106069]
Gregory Wright,[106069]
Richard Starkings,[106069]
Jean-Paul Sartre,"[298275, 10033, 123933, 10031, 51985, 66933]"
Lloyd Alexander,"[298275, 24780, 24784, 24781, 24782, 24779]"
Hayden Carruth,[298275]
John Eldredge,"[1846, 11413, 126066]"
Peter Ackroyd,[608474]
Ed Glinert,[608474]
Jan Brett,[967494]
Doreen Cronin,[766955]
Betsy Lewin,[766955]
Kendare Blake,"[9378297, 12507214]"
Avi,"[310146, 353342]"
Robert Goolrick,[4929705]
Leif Enger,[227571]
Janette Sebring Lowrey,[505304]
Gustaf Tenggren,[505304]
Maeve Binchy,"[5196, 41977, 31548, 41967, 15990489, 41951, 34312, 34310, 7979073, 41962, 41958, 34295]"
Kate Jacobs,"[17204, 4609710]"
David Foster Wallace,"[6759, 6748, 6753, 5986375, 9443405, 6749]"
Emma Chase,"[18297707, 17977710]"
John Wyndham,"[530965, 826845, 161846]"
Patrick deWitt,[9850443]
Marcelo Barbão,[9850443]
Shilpi Somaya Gowda,[6905012]
Katherine Duncan-Jones,[42038]
Ron Hall,[104189]
Denver Moore,[104189]
Tracy Kidder,[10235]
Nancy Farmer,"[13376, 100476]"
Walt Whitman,[27494]
D.H. Lawrence,"[32067, 32071, 9784, 31491]"
Doris Lessing,"[32067, 24100]"
Chester Brown,[32067]
George S. Clason,[1052]
Goran Skrobonja,[25893709]
Sarah Addison Allen,"[1158967, 8546358, 5126859, 2200877, 13481275]"
Frederick Douglass,[36529]
Greg Behrendt,[10412]
Liz Tuccillo,[10412]
Alev Lytle Croutier,[41684]
Rachel Caine,"[27266, 544257, 261122, 5212771, 2295829, 3558003, 6289938]"
Stasi Eldredge,[11413]
Ruth Ozeki,"[15811545, 12349]"
Robert B. Cialdini,[28815]
Louise Fitzhugh,[232576]
Sarah Waters,"[20821087, 45162, 56373, 6065182, 550720, 72929]"
Louise Penny,"[338691, 352921, 2277378, 4201106, 7945049, 6449551, 10680329]"
John Ajvide Lindqvist,[943402]
Morgan Matson,"[7664334, 11071466]"
Oswald Chambers,[175510]
Andrea Cremer,"[7402393, 7263429, 8130839]"
Naomi Novik,"[22544764, 28876, 14069, 91989, 891593]"
Alfred Lansing,[139069]
Blake Crouch,"[27833670, 17920175]"
Rebecca Stead,[5310515]
Phyllis Reynolds Naylor,[207153]
Jo Nesbø,"[465226, 9572203, 498389, 3522419, 19101283, 18373214, 11777020, 18142329, 23602504]"
Don Bartlett,"[465226, 9572203, 3522419, 18373214, 11777020, 18142329]"
Stephen Kendrick,[4499669]
Alex Kendrick,[4499669]
Ben Sherwood,[263050]
Rebecca Donovan,"[11561469, 13454149]"
Sidney Sheldon,"[14554, 43330, 43326, 136167, 43328, 43325, 119389, 43324, 119382, 106646, 99610, 43327, 115130, 300226, 106648, 84052, 84054]"
M.C. Escher,[276287]
Bruce Brooks Pfeiffer,[276287]
Donna Woolfolk Cross,[27252]
Sebastian Faulks,[6259]
Joshua Foer,[6346975]
Sue Miller,[5176]
Maxine Paetro,"[33668, 13131, 552894, 7134202, 7156505, 9436746, 11872242, 15734464, 18453095, 23346918, 13521399, 5551522, 25613617, 10808006]"
Anne Brontë,[337113]
Stevie Davies,[337113]
Walter Farley,[272895]
Keith Ward,[272895]
Tomie dePaola,[581409]
Henry James,"[264, 12948, 124272]"
Patricia Crick,[264]
Noah Hawley,[26245850]
Marilynne Robinson,"[68210, 11741, 20575411, 2924318]"
Thomas Pynchon,"[2794, 415, 5933841]"
Terry Brooks,"[15575, 189783, 34919, 15567, 15568, 15547, 15566, 92855, 34988, 187124, 15559, 92845, 92846, 34941, 62233, 15557, 420496]"
Ann-Marie MacDonald,"[5174, 7199]"
Jenny  Lawson,[23848559]
Tracey Garvis-Graves,[15505346]
Miep Gies,[5509]
Alison Leslie Gold,[5509]
Michael Bond,[160629]
Peggy Fortnum,[160629]
David Seltzer,[226162]
Tom Rob Smith,"[2161733, 17557913, 6045456]"
Nancy E. Turner,[348225]
Amanda Hopkinson,"[4008, 25152052]"
Nick Caistor,"[4008, 25152052]"
Audrey Penn,[18419]
Ruth E. Harper,[18419]
Nancy M. Leak,[18419]
John Elder Robison,[454856]
Sherrilyn Kenyon,"[84136, 6944032, 84145, 2299110, 84151, 84140, 84144, 84142, 84139, 84133, 84135, 84146]"
Gabrielle Charbonnet,"[2029177, 6387565]"
Curtis Sittenfeld,"[9844, 25852870, 2807199]"
Anthony Kiedis,[96647]
Larry Sloman,[96647]
Gail Carriger,"[6381205, 10874177, 6933876, 7719355]"
Lisa McMann,"[1661957, 3657138, 7124095]"
Siddhartha Mukherjee,[7170627]
Deepak Chopra,[773038]
Tamora Pierce,"[13835, 13837, 13830, 13836, 13833, 24094]"
Kerstin Gier,[8835379]
Timothy Zahn,"[216443, 216442, 216422]"
Robin Cook,"[259538, 85437, 66470]"
Louise L. Hay,[129603]
Oliver Pötzsch,"[9496240, 12360050]"
Lee Chadeayne,"[9496240, 12360050]"
Richard Matheson,"[14064, 33547]"
Patricia C. Wrede,[150739]
Peter de Sève,[150739]
John Sandford,"[37301, 37304, 14785, 7713965, 988950, 216131, 37297, 168571, 37302, 37298, 168569, 37296, 85310, 22411, 37300]"
Tami Hoag,"[84847, 1747182, 84844, 84842]"
William Strunk Jr.,[33514]
R.A. Salvatore,"[50027, 66678, 66695, 66693, 68396, 66692, 227454, 239102, 239103, 111023]"
Jerry Pournelle,[100365]
John  Williams,[166997]
John McGahern,[166997]
Edmond Rostand,[15638]
Eteel Lawson,[15638]
Lowell Bair,[15638]
J. Kenner,"[15799166, 16099159, 17411703]"
Steve Parkhouse,[25099]
Chris Bachalo,[25099]
Michael Zulli,"[25099, 25103, 25104]"
Clive Barker,"[25099, 52635, 32628, 32638, 52640, 768878, 567704, 761023, 34605, 103035, 32636, 1011632]"
Eleanor H. Porter,[1000751]
Anthony  Ryan,"[13569581, 18138189]"
Howard Pyle,[93007]
Lawrence Hill,[875441]
Richard Francis Burton,[93101]
A.S. Byatt,"[93101, 41219, 31173, 20564, 6280379]"
Lily King,[18467802]
Marian Keyes,"[9301, 9303, 9298, 2334751, 82747, 6539596, 22009741]"
Louis Darling,[232109]
Tracy Dockray,"[232109, 568476]"
Carrie Ryan,"[3432478, 6555517]"
Eleanor Catton,[17333230]
Chip Heath,"[69242, 6570502]"
Dan Heath,"[69242, 6570502]"
Piers Paul Read,[401514]
Joyce Meyer,[13360]
Richard Castle,"[6566722, 7776678, 10532477]"
Amazon,"[18607805, 22931009]"
Iain Banks,[567678]
Marisha Pessl,"[10112885, 3483]"
Kevin Kwan,[16085481]
Mike Mignola,[102458]
John Byrne,[102458]
Francine du Plessix Gray,[54499]
Joachim Neugroschel,"[54499, 53064, 436806]"
Shirley Jackson,"[89717, 89723, 89724]"
Laura   Miller,[89717]
Dodie Smith,"[31122, 511614]"
John Jakes,"[159178, 71771, 159177]"
Marcus Aurelius,[30659]
Martin Hammond,[30659]
Diskin Clay,[30659]
Dave Barry,"[34262, 9531, 893731]"
Ridley Pearson,"[34262, 9531]"
Greg Call,"[34262, 9531]"
Mary Karr,[14241]
Raine Miller,[15852756]
Jeff VanderMeer,"[17934530, 18077769, 18077752]"
Leonard Mlodinow,"[8520362, 2094, 2272880]"
Reza Aslan,"[17568801, 25307]"
Jan-Philipp Sendker,[11331421]
Kevin Wiliarty,[11331421]
Iain M. Banks,"[8935689, 18630, 12007, 12016]"
David J. Schwartz,[759945]
Carlo Collodi,[180617]
Monteiro Lobato,[180617]
Robin LaFevers,[9565548]
Henry Miller,"[249, 250]"
Alice Hoffman,"[10950924, 5159, 18144053, 22896]"
John Howard Griffin,[42603]
Jonathan Kellerman,"[185911, 6621101, 12022496, 8765012]"
Robert James Waller,[83674]
Hilary Mantel,[13507212]
Wassily Kandinsky,[857502]
Winston Groom,[186190]
Justin O'Brien,"[11991, 11987]"
Carolyn G. Heilbrun,[6138]
Italo Calvino,"[374233, 9809, 9804, 59780]"
Patricia MacLachlan,[106264]
Ian Falconer,"[7857195, 770051]"
Brené Brown,[7015403]
Robert McCloskey,[133526]
Eben Alexander,[15851746]
A.J. Jacobs,"[495395, 28116]"
Katherine Dunn,[13872]
Dudley Fitts,[1540]
Elena Bono,[1540]
Robert Penn Warren,[5527]
Vince Flynn,"[7959473, 26722, 184657, 154424, 937249, 184655, 10816297, 777211, 3313418, 6339304, 85392, 184661, 504420, 17570105]"
Hannah Kent,[17333319]
Peter Mayle,"[40189, 44255]"
Bagram Ibatoulline,[37186]
Martin Cruz Smith,[762806]
Elizabeth Wein,[11925514]
N.K. Sandars,[19351]
Anna Godbersen,"[1254951, 2218252, 3347892, 6239873]"
Philip Roth,"[11650, 6174, 703, 11734, 6551, 50695, 3015764]"
Gena Showalter,"[476543, 2498983, 2712967, 5509920, 11300302, 6758331, 7519472, 9394010, 6344423]"
Elizabeth Berg,[5190]
Paolo Bacigalupi,"[6597651, 7095831, 23209924]"
Richard Allen Cave,[92308]
Ilona Andrews,"[38619, 4345498, 1811543]"
Vincent van Gogh,"[395233, 198511]"
Ronald de Leeuw,[395233]
Mark Roskill,[395233]
Arnold J. Pomerans,[395233]
Grant Morrison,[22374]
Hillary Jordan,[2138727]
Mark Bowden,[55403]
V.E. Schwab,[22055262]
Victoria Schwab,[22055262]
David Grann,[3398625]
Trudi Canavan,"[28249, 28251, 28250, 3342764, 7165405, 28248, 8411749]"
Jane Smiley,[41193]
Kent Haruf,[77156]
Daniel Clowes,[62953]
Ivan Turgenev,[19117]
George Reavy,[19117]
Jane Costlow,[19117]
Eliyahu M. Goldratt,[113934]
Jeff Cox,[113934]
Claudia Gray,"[2722413, 3054684, 6421588, 6619499]"
Ashlee Vance,[22543496]
Mark Waid,[16992]
Alex Ross,"[16992, 16982]"
Elliot S. Maggin,[16992]
Chris Colfer,"[11607446, 17722973, 20706320]"
Brandon Dorman,"[11607446, 17722973, 20706320]"
David Ebershoff,"[2586771, 27864391]"
Walter Dean Myers,[44184]
Kevin Hearne,[9533378]
Kim Stanley Robinson,"[77507, 77505, 77504]"
Charlotte Perkins Gilman,[286957]
Elaine Hedges,[286957]
Peter Thiel,[18050143]
Blake  Masters,[18050143]
Nikolai Gogol,"[28381, 19106]"
Robert A. Maguire,[28381]
Elle Kennedy,"[24920901, 28678119, 25564665]"
Arlene Mosel,[551876]
Blair Lent,[551876]
Yevgeny Zamyatin,[76171]
Clarence Brown,[76171]
Alan Paton,[6150]
Aprilynne Pike,"[5056084, 6801582, 6918909, 12846479]"
Cecily von Ziegesar,"[22188, 22193, 37451, 22192]"
Yuval Noah Harari,[23692271]
M. Leighton,"[16001893, 16093188]"
Henning Mankell,"[935308, 52415, 39795, 39796, 39792, 39799, 39801, 39798, 8755555, 6596542]"
Steven T. Murray,"[935308, 7058405, 52415, 39796]"
Keith David,[21436]
Anthony Heald,[21436]
Shari Lapena,[28815474]
Ann Leckie,"[17333324, 20706284]"
Jerry I. Porras,[4122]
David Wong,[1857440]
Ann Druyan,[17349]
Lucy Christopher,[6408862]
Elizabeth Wurtzel,[227603]
Julia Quinn,"[110391, 861326, 110384, 8476248, 110387, 110385, 110396, 110386, 110393, 110388]"
Richard K. Morgan,"[40445, 279561, 29397]"
Jean-Dominique Bauby,[193755]
Jeremy Leggatt,[193755]
Chevy Stevens,"[7159515, 10169662]"
Charles C. Mann,"[39020, 9862761]"
Kay Redfield Jamison,[361459]
Edward Albee,[14940]
Andrzej Sapkowski,[1128434]
Jacqueline Carey,"[153008, 395962, 40223]"
Eric Metaxas,[7501962]
Jacqueline Winspear,[462033]
Alexandra Adornetto,"[7778981, 9666812, 13056511]"
Kiran Desai,[95186]
Johann Wolfgang von Goethe,"[16640, 14706, 406373]"
Burton Pike,[16640]
Alexandra Fuller,[24687]
Robin McKinley,"[41424, 77366]"
Mark Zug,"[355917, 355916, 7355137]"
Rae Carson,[10429092]
Ann Aguirre,[7137327]
Dava Sobel,"[4806, 18646]"
Neil Armstrong,[4806]
Peter Salm,[14706]
Gabriel Rodríguez,[3217221]
Alexandra Ripley,[73062]
Blaine Harden,[11797365]
Alan Lee,[597790]
Richard Atwater,[61549]
Florence Atwater,[61549]
Robert Lawson,[61549]
Fred Marcellino,[24335]
George Saunders,[13641208]
Thomas J. Stanley,[998]
William D. Danko,[998]
Bob Dylan,[14318]
George Selden,[24384]
Patrick Lencioni,[21343]
Oliver  Harris,[23940]
Roger Fisher,[313605]
William Ury,[313605]
Bruce Patton,[313605]
Madeline Miller,[11250317]
Amy Schumer,[29405093]
Krishna-Dwaipayana Vyasa,[99944]
Simon Brodbeck,[99944]
Juan Mascaró,"[99944, 290882]"
Paul Auster,"[431, 446, 50618, 447, 6345193, 456, 10006, 449]"
Pam Muñoz Ryan,[89763]
R.J. Hollingdale,[12321]
Michael Tanner,[12321]
Mark Owen,[15814872]
Kevin Maurer,[15814872]
Laura Moriarty,[13056159]
Matt Wagner,[25101]
George Pratt,"[25101, 25102]"
Dick Giordano,"[25101, 25102]"
P. Craig Russell,"[25101, 25106]"
Harlan Ellison,[25101]
Clare Mackintosh,[23125266]
David Sheff,[180066]
Ovid,[1715]
David Raeburn,[1715]
Denis Feeney,[1715]
Julia Alvarez,"[11206, 11208]"
Robert Morgan,[77398]
Karin Slaughter,"[21718, 21717, 2199587, 7093222, 182012, 9635495, 21721, 5764902, 21719, 12922320, 21722, 21720, 16071767, 18594594]"
Wallace Stegner,"[292408, 9820]"
Elin Hilderbrand,"[712313, 9503336, 12799058, 16131025]"
Tad Williams,"[91981, 28689, 28698, 795034]"
Jan Karon,[71776]
Erika Johansen,"[18712886, 22698568]"
Gordon Korman,[3552023]
Elizabeth Haynes,[15818362]
James Rollins,"[92147, 183822, 2277444, 294042, 5171894, 294046, 294047, 98807, 7202829, 13148921, 294043, 294045, 6287290, 294044, 16065538, 15818164]"
Oliver Stallybrass,[45195]
Pankaj Mishra,[45195]
Rachel Hartman,[19549841]
Herman Wouk,"[21484, 42986, 368772]"
Jae Lee,[12341557]
Bernard Cornwell,"[68527, 68520, 68528, 68526, 1297150, 68531, 6489529, 3276012, 11734251, 68524, 68530, 17853024]"
James Howe,[281235]
Deborah Howe,[281235]
Alan Daniel,[281235]
Jussi Adler-Olsen,"[10822858, 13505130]"
Lisa Hartford,[10822858]
John Connolly,"[69136, 175242]"
Bill Clinton,[49195]
Joe Simpson,[18600]
Dan Millman,[2255]
Barbara Demick,[6178648]
Gail McHugh,"[17158596, 17267122]"
Jonah Lehrer,[3860977]
Laurie R. King,"[91661, 104737]"
Jean de Brunhoff,[356321]
Merle S. Haas,[356321]
Tom Rachman,[6834410]
Katja Millay,[16151178]
Jenny Downham,"[1314332, 8720917]"
Mohsin Hamid,"[88815, 15815364]"
Jennifer A. Nielsen,[12432220]
John Updike,"[85386, 3690, 22904, 11666, 85391, 401876, 46917]"
Daniel Todd Gilbert,[56627]
T.S. Eliot,"[400412, 34080, 402128]"
Else Holmelund Minarik,[201146]
Jean Craighead George,"[41667, 386286]"
Susanna Kearsley,"[3392089, 961831]"
Rosalyn Landor,"[3392089, 6264710]"
Peter Lerangis,[5861926]
Hubert Selby Jr.,"[46945, 50275]"
Darren Aronofsky,[46945]
Richard Price,[46945]
Erin Hunter,"[111332, 275000, 831194, 49006, 295086, 336245, 273511, 296942, 197459, 111021, 197457, 273512, 252938, 608906]"
Maya Banks,"[16033902, 16033906, 16033909]"
Robert McCammon,"[11557, 11553]"
China Miéville,"[68494, 4703581, 68497, 9265453, 32767, 68496]"
Carrie Jones,[4070493]
Geoffrey Crayon,[721012]
Washington Irving,"[721012, 93261]"
William L. Hedges,[721012]
Karen Russell,[8584686]
Mark Kurlansky,"[2715, 64895]"
Μαρία Λαϊνά,[31173]
Ignes Sodre,[31173]
Og Mandino,[356896]
Ian Fleming,"[3758, 3764, 3763, 3759, 3750, 3757, 3760, 3762]"
Paullina Simons,"[83144, 83143, 608216]"
A.G. Riddle,"[17999892, 18867685]"
Julie James,[6642402]
Andy Kubert,"[15719, 22469]"
Richard Isanove,"[15719, 22469]"
Peter Sanderson,[15719]
John le Carré,"[19494, 18990]"
Sheila Burnford,[231821]
Fiona Barton,[25734248]
Patrick Carman,"[6255144, 81524]"
Marie Rutkoski,[16069030]
Sapphire,[71332]
Elena Ferrante,"[17465515, 23156040, 25242224]"
Ann Goldstein,"[17465515, 23156040, 25242224]"
K.A. Tucker,[15990969]
Christopher Marlowe,[18525]
Candace Bushnell,"[6614, 7091370, 178813, 9266769]"
Anthony Robbins,[180116]
Tony Robbins,[180116]
Frederick L. Covan,[180116]
Octavia E. Butler,"[60931, 52397, 60925]"
Henry Cloud,[525488]
John Townsend,[525488]
John C. Maxwell,[815716]
Zig Ziglar,[815716]
Sarah Ban Breathnach,[748862]
Moira Young,[9917938]
Edgar Rice Burroughs,"[40395, 40425, 841973]"
Ernest J. Gaines,[5197]
Ann Rule,[15654]
Joel Schick,[10065]
Julie Orringer,[7274337]
Arthur Morey,"[7274337, 6303733]"
Keith Wilson,[56759]
Ben Aaronovitch,"[8680417, 8680418, 9970042]"
Vikram Seth,[50365]
Peter  Swanson,[21936809]
Renee Ahdieh,[18798983]
Daniel Handler,[10798418]
Maira Kalman,[10798418]
Mary Doria Russell,[334176]
Jonathan Lethem,"[89724, 328854, 9799, 184419]"
Jerry W. Ward Jr.,[228630]
Lalita Tademy,[5167]
Mahatma Gandhi,[112803]
Lance Armstrong,[2265]
Sally Jenkins,[2265]
James Allen,[81959]
Ann Voskamp,[8592946]
Rosamund Lupton,[8196732]
Liu Cixin,[20518872]
Ken Liu,[20518872]
Mark Millar,"[154798, 3918010, 91714]"
Kilian Plunkett,[154798]
Andrew Robinson,[154798]
Walden Wong,[154798]
Dave Johnson,[154798]
Julia Glass,[227593]
Benjamin Franklin,[52309]
Lewis Leary,[52309]
Timothy J. Keller,"[1858013, 11389341]"
Vernor Vinge,"[77711, 226004]"
Caroline B. Cooney,[19469]
Sophie Jordan,"[6448470, 9436632, 12522507]"
Richard Flanagan,[17905709]
A.N. Roquelaure,"[26582, 25190, 18750]"
Susan Elizabeth Phillips,"[73070, 73089, 73086, 73095, 73064, 73080, 73084, 73100, 373606, 8437379]"
Stendhal,"[14662, 14680]"
Roger Gard,[14662]
Catherine Fisher,"[332775, 4499214]"
Josephine Angelini,"[9462795, 12995284]"
N.H. Kleinbaum,[67238]
Paramahansa Yogananda,[639864]
John Hersey,[27323]
Jennifer Brown,[6316171]
Karen Armstrong,[3873]
Pablo Neruda,"[5932, 11339]"
W.S. Merwin,"[5932, 116020]"
Cristina García,[5932]
Thomas More,[18414]
Paul Turner,[18414]
Pseudonymous Bosch,"[1099301, 3359940, 6464094]"
Gilbert Ford,"[1099301, 3359940, 6464094]"
Aimee Bender,[7048800]
Dai Sijie,[533465]
Ina Rilke,[533465]
Amy Chua,[9160695]
Jeanette Winterson,"[15055, 15054, 15047, 15050]"
Betty MacDonald,[25051]
Alexandra Boiger,[25051]
Kevin O'Neill,[297627]
M.T. Anderson,[169756]
Nalini Singh,"[3819326, 178476, 6582637, 458034]"
Euripides,[752900]
Rex Warner,"[752900, 261243]"
Therese Anne Fowler,[15994634]
Anthony Marra,[18428067]
Will Schwalbe,[13414676]
George W. Bush,[8099187]
John Schoenherr,[386286]
Mia Sheridan,[20639274]
Alyson Richman,[11010251]
Girolamo De Michele,[10505]
Alastair McEwen,[10505]
Robert Graves,"[18765, 672875, 29022]"
Joelle Charbonneau,"[13326831, 17165932]"
Darynda Jones,"[8788554, 9565045, 12043770]"
Jean Rhys,[44597]
John Fowles,"[16286, 56034, 243705]"
Caroline Kepnes,[20821614]
Colleen Houck,"[9284655, 9662386, 7849341, 12677913]"
Steve Berry,"[75024, 74824, 1178039, 75020, 10503124, 7840156, 3124122, 6497645, 127249]"
Katherine Howe,[4836308]
Kylie Scott,"[17983690, 19095025, 19286623]"
Emma Healey,[18635113]
Claire North,[20706317]
Barbara W. Tuchman,"[11366, 568236]"
John Marsden,"[71865, 71864, 71870, 71869, 82553]"
Robert M. Edsel,[6514074]
Bret Witter,"[6514074, 3257136]"
Ava Dellaira,[18140047]
Yaa Gyasi,[27071490]
John Romita Jr.,[3918010]
Rob Liefeld,[3918010]
Immaculée Ilibagiza,[408615]
Steve Erwin,[408615]
Koushun Takami,[57891]
Yuji Oniki,[57891]
Nevil Shute,"[107301, 38180]"
Sophia Amoruso,[18667945]
Diane Chamberlain,"[2485785, 10059498]"
Elizabeth Peters,[188230]
Daniel Silva,"[93794, 5739373, 7096123, 93793, 16248078, 9975779, 93795, 13390528, 93797, 24473465, 93796, 93801, 18730158, 93802, 27213121, 2033217, 93799]"
Stephen Baxter,"[13147230, 17167572]"
Raymond Carver,"[11438, 11449, 11437, 11446]"
W. Somerset Maugham,"[31548, 31196, 99664]"
Benjamin DeMott,[31548]
Lisa Gardner,"[32527, 8701129, 65910, 32530, 15811495, 7180727, 11720382, 32523, 25644437, 5422154, 759900, 2210921, 18079661, 22571612, 32529, 227590, 51362]"
Vicki Myron,[3257136]
Soman Chainani,[16248113]
MaryJanice Davidson,"[421129, 153193, 583924]"
Bill Moyers,[35519]
Jo Baker,[17380041]
Robyn Schneider,[13522285]
Jude Watson,"[6389704, 5972040]"
Frank W. Abagnale,[138269]
Stan Redding,[138269]
Gary Zukav,"[119760, 64794]"
Josh Malerman,[18498558]
Dan Wells,"[12476820, 7617119]"
Raymond Khoury,[46438]
Aaron Asher,"[240976, 44559]"
Nicholas Evans,"[479415, 9282]"
Edwin A. Abbott,[433567]
Banesh Hoffmann,[433567]
Tim Tharp,[3798703]
Peter D. Kramer,[14142]
Rainer Funk,[14142]
Shawn McManus,"[25102, 25106]"
Bryan Talbot,"[25102, 25106, 25103]"
Stan Woch,"[25102, 25106]"
Eleanor Brown,[8573020]
Tom Perrotta,[10762469]
Mihaly Csikszentmihalyi,[66354]
Lisa Kleypas,"[693016, 306364, 114166, 4066312, 114162, 827412, 674220, 1756703, 330721, 7491418, 105574, 6264710, 7198269, 2948832, 114170]"
Carl Bernstein,[96123]
Bob Woodward,[96123]
Gary Shteyngart,"[7334201, 70509]"
Douglas R. Hofstadter,[24113]
Rodman Philbrick,[8953]
Philip Yancey,"[53817, 53834]"
Åsne Seierstad,[9838]
Ingrid Christopherson,[9838]
D.J. MacHale,"[833710, 215543, 536982, 215542, 147801, 215541]"
Chelsea M. Cameron,[15748898]
Arthur Hailey,[124918]
Alan Tiegreen,"[91248, 91247]"
Patricia McCormick,[201114]
Alexander Pushkin,[27822]
James E. Falen,[27822]
Amie Kaufman,"[13138635, 23395680]"
Meagan Spooner,[13138635]
Alison Goodman,"[2986865, 7992995]"
Carolyn Keene,"[32979, 233637]"
Russell H. Tandy,[32979]
Sara Paretsky,"[32979, 643988]"
Nelson DeMille,"[33810, 353814, 7164343, 93788, 1849, 13526026, 3216451]"
Lara Adrian,"[704043, 1388813, 715791, 1928873, 3373198, 6481245, 7384801, 4769247, 8150317]"
Geoff Dyer,[32071]
Barbara Taylor Bradford,[8155]
Camilla Läckberg,[7058405]
Jason Baker,[7723]
Donna Freed,[7723]
Thrity Umrigar,[218357]
Jerome K. Jerome,[4921]
Edward Abbey,"[214614, 99208]"
Edward Rutherfurd,"[92163, 6257535, 92160, 15786792]"
Madeleine Wickham,"[129645, 474634, 1402668, 194086]"
Byron Glaser,[899492]
Bill D. Fountain,[899492]
Jean Kwok,[7362158]
Orhan Pamuk,"[2517, 6282753, 11690]"
Erdağ M. Göknar,[2517]
Carlos Castaneda,[78250]
Carol S. Dweck,[40745]
Richard H. Thaler,[2527900]
Cass R. Sunstein,[2527900]
Susan Cooper,"[210329, 11313, 222576, 24963]"
Richard Paige,[32446]
Kate Mosse,"[14975, 498835]"
Young Kim,[7619292]
Samuel Taylor Coleridge,[732562]
Gustave Doré,[732562]
Michael Martchenko,[240130]
H. Rider Haggard,[23814]
Ursule Molinaro,[5954]
John Watkiss,"[25106, 25103]"
Jill Thompson,[25106]
Duncan Eagleson,[25106]
Kent Williams,[25106]
Samantha Shannon,"[17199504, 17901125]"
Helen Small,[31250]
Stephen Wall,[31250]
Jacqueline Susann,[50833]
Michael Rosen,[201126]
Helen Oxenbury,[201126]
Howard Roughan,"[13147, 2029176, 16131072, 6987558]"
