book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
2964,10816297,10816297,15729967,35,1416595201,9781416595200.0,Vince Flynn,2012.0,Kill Shot,"Kill Shot (Mitch Rapp, #2)",eng,4.3,28845,32995,1583,134,525,4144,12755,15437,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2965,74389,74389,1377315,116,553381652,9780553381660.0,Jean M. Auel,1990.0,The Plains of Passage,"The Plains of Passage (Earth's Children, #4)",en-US,3.77,36663,42228,1038,730,3581,12152,13945,11820,https://images.gr-assets.com/books/1324059606m/74389.jpg,https://images.gr-assets.com/books/1324059606s/74389.jpg
2966,17733898,17733898,21986528,70,1419711326,9781419711330.0,Jeff Kinney,2013.0,Hard Luck,"Hard Luck (Diary of a Wimpy Kid, #8)",eng,4.28,32069,37382,2377,751,1381,5290,9296,20664,https://images.gr-assets.com/books/1376473492m/17733898.jpg,https://images.gr-assets.com/books/1376473492s/17733898.jpg
2967,9838,9838,1052584,92,316159417,9780316159420.0,"Åsne Seierstad, Ingrid Christopherson",2002.0,Bokhandleren i Kabul,The Bookseller of Kabul,en-US,3.76,30531,33890,2664,512,2168,9889,13752,7569,https://images.gr-assets.com/books/1388611939m/9838.jpg,https://images.gr-assets.com/books/1388611939s/9838.jpg
2968,833710,833710,1726608,46,743437314,9780743437320.0,D.J. MacHale,2002.0,The Merchant of Death,"The Merchant of Death (Pendragon, #1)",eng,3.93,38633,40104,1723,1135,2545,8772,13355,14297,https://images.gr-assets.com/books/1351196725m/833710.jpg,https://images.gr-assets.com/books/1351196725s/833710.jpg
2969,4703581,4703581,4767909,57,345497511,9780345497510.0,China Miéville,2009.0,The City & The City,The City & the City,eng,3.91,29577,37328,4285,688,2024,8155,15584,10877,https://images.gr-assets.com/books/1320475957m/4703581.jpg,https://images.gr-assets.com/books/1320475957s/4703581.jpg
2971,4345498,4345498,4393420,32,441017029,9780441017030.0,Ilona Andrews,2009.0,Magic Strikes,"Magic Strikes (Kate Daniels, #3)",eng,4.44,51165,55278,2573,264,624,4964,18124,31302,https://images.gr-assets.com/books/1221738233m/4345498.jpg,https://images.gr-assets.com/books/1221738233s/4345498.jpg
2972,15748898,17348308,21441527,30,1478322306,9781478322310.0,Chelsea M. Cameron,2012.0,My Favorite Mistake,"My Favorite Mistake (My Favorite Mistake, #1)",en-US,4.01,30177,51892,2371,1064,2578,10251,19032,18967,https://images.gr-assets.com/books/1361713404m/15748898.jpg,https://images.gr-assets.com/books/1361713404s/15748898.jpg
2973,124918,124918,120317,76,425176088,9780425176080.0,Arthur Hailey,1968.0,Airport,Airport,eng,3.92,30040,31152,324,356,1559,7920,11612,9705,https://images.gr-assets.com/books/1309288724m/124918.jpg,https://images.gr-assets.com/books/1309288724s/124918.jpg
2974,7201913,7201913,7889455,39,446545244,9780446545240.0,James Patterson,2011.0,Angel,"Angel (Maximum Ride, #7)",en-US,4.02,39938,43494,1888,1259,2863,8237,12334,18801,https://images.gr-assets.com/books/1272836170m/7201913.jpg,https://images.gr-assets.com/books/1272836170s/7201913.jpg
2976,91248,91248,632895,55,192751077,9780192751070.0,"Beverly Cleary, Alan Tiegreen",1975.0,Ramona the Brave ,"Ramona the Brave (Ramona, #3)",eng,4.09,42479,44092,558,665,1536,9090,14624,18177,https://images.gr-assets.com/books/1408925322m/91248.jpg,https://images.gr-assets.com/books/1408925322s/91248.jpg
2977,216422,216422,397139,48,553564927,9780553564920.0,Timothy Zahn,1993.0,Star Wars: The Last Command,The Last Command,eng,4.2,33145,35623,835,165,880,5792,13478,15308,https://images.gr-assets.com/books/1451092026m/216422.jpg,https://images.gr-assets.com/books/1451092026s/216422.jpg
2979,2906039,2906039,2927243,79,1416584080,9781416584090.0,Stephen King,2008.0,Just After Sunset,Just After Sunset,eng,3.85,34722,38319,2133,361,1925,10705,15299,10029,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2980,201114,201114,3231932,35,786851716,9780786851710.0,Patricia McCormick,2006.0,Sold,Sold,eng,4.19,36389,38446,4792,277,1069,6022,14839,16239,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2981,552887,552887,3357637,69,316015059,9780316015060.0,James Patterson,2007.0,Double Cross,"Double Cross (Alex Cross, #13)",eng,3.99,34189,36805,1366,268,1418,8438,14878,11803,https://images.gr-assets.com/books/1256839349m/552887.jpg,https://images.gr-assets.com/books/1256839349s/552887.jpg
2982,27822,27822,1795311,57,192838997,9780192839000.0,"Alexander Pushkin, James E. Falen",1833.0,Евгений Онегин: Роман в стихах ,Eugene Onegin,eng,4.08,33240,37931,921,537,2010,7368,11935,16081,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2983,13138635,13138635,18315607,31,1423171020,9781423171030.0,"Amie Kaufman, Meagan Spooner",2013.0,These Broken Stars,"These Broken Stars (Starbound, #1)",eng,3.93,44488,48016,7148,1514,2778,9686,17553,16485,https://images.gr-assets.com/books/1383578978m/13138635.jpg,https://images.gr-assets.com/books/1383578978s/13138635.jpg
2984,2986865,2986865,3017319,62,670062278,9780670062270.0,Alison Goodman,2008.0,The Two Pearls of Wisdom,"Eon: Dragoneye Reborn (Eon, #1)",en-US,3.98,42802,47738,3935,1136,2572,9453,17390,17187,https://images.gr-assets.com/books/1299076175m/2986865.jpg,https://images.gr-assets.com/books/1299076175s/2986865.jpg
2986,7933615,7933615,16003318,49,312594429,9780312594430.0,"P.C. Cast, Kristin Cast",2012.0,Hidden,"Hidden (House of Night, #10)",en-US,3.98,38594,42232,1990,1161,2920,8997,11649,17505,https://images.gr-assets.com/books/1340127630m/7933615.jpg,https://images.gr-assets.com/books/1340127630s/7933615.jpg
2987,11454587,11454587,15249128,34,1423121325,9781423121330.0,Rachel Hawkins,2012.0,Spell Bound,"Spell Bound (Hex Hall, #3)",eng,4.09,48116,50645,3799,596,2132,9995,17324,20598,https://images.gr-assets.com/books/1313010167m/11454587.jpg,https://images.gr-assets.com/books/1313010167s/11454587.jpg
2988,32979,32979,151480,44,1557091552,9781557091550.0,"Carolyn Keene, Russell H. Tandy, Sara Paretsky",1930.0,"The Secret of the Old Clock (Nancy Drew Mystery Stories, #1)","The Secret of the Old Clock (Nancy Drew, #1)",eng,3.98,44256,48913,2169,556,2146,12581,16244,17386,https://images.gr-assets.com/books/1351534678m/32979.jpg,https://images.gr-assets.com/books/1351534678s/32979.jpg
2989,33810,33810,2309,62,446679089,9780446679080.0,Nelson DeMille,1997.0,Plum Island,"Plum Island (John Corey, #1)",eng,4.03,30595,34509,1692,319,1210,6917,14875,11188,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2991,10911,10911,3349802,42,743454510,9780743454510.0,Jodi Picoult,2003.0,Second Glance,Second Glance,en-US,3.79,33486,36700,2361,663,2519,10432,13360,9726,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2992,94803,94803,1231891,54,069401298X,9780694012980.0,Arnold Lobel,1971.0,Frog and Toad Together,"Frog and Toad Together (Frog and Toad, #2)",eng,4.21,34172,34874,437,486,1346,6152,9121,17769,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2994,58822,58822,523148,56,345459202,9780345459210.0,Adriana Trigiani,2000.0,Big Stone Gap,"Big Stone Gap (Big Stone Gap, #1)",eng,3.86,34200,36781,2539,488,2015,9879,14273,10126,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2995,74824,74824,1407664,62,345485750,9780345485760.0,Steve Berry,2007.0,The Alexandria Link,"The Alexandria Link (Cotton Malone, #2)",eng,3.92,31070,32945,1056,574,1602,7779,13082,9908,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2999,25152052,25152052,44854000,57,1501116975,9781501116970.0,"Isabel Allende, Nick Caistor, Amanda Hopkinson",2015.0,El amante japonés,The Japanese Lover,eng,3.8,23737,35347,4336,694,2294,9239,14388,8732,https://images.gr-assets.com/books/1501991754m/25152052.jpg,https://images.gr-assets.com/books/1501991754s/25152052.jpg
3000,47990,47990,1128623,65,552154164,9780552154160.0,Terry Pratchett,1997.0,Jingo,"Jingo (Discworld, #21; City Watch, #4)",eng,4.11,35961,42670,937,121,1102,8701,16963,15783,https://images.gr-assets.com/books/1327921813m/47990.jpg,https://images.gr-assets.com/books/1327921813s/47990.jpg
3001,704043,704043,690332,53,553589377,9780553589380.0,Lara Adrian,2007.0,Kiss of Midnight,"Kiss of Midnight (Midnight Breed,  #1)",eng,3.93,48695,52656,2530,1473,3353,11458,17308,19064,https://images.gr-assets.com/books/1327884885m/704043.jpg,https://images.gr-assets.com/books/1327884885s/704043.jpg
3002,32071,32071,3173046,570,375753737,9780375753730.0,"D.H. Lawrence, Geoff Dyer",1913.0,Sons and Lovers,Sons and Lovers,en-US,3.61,33792,38681,1503,1428,3821,11545,13426,8461,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3003,8155,8155,87,61,031235326X,9780312353260.0,Barbara Taylor Bradford,1979.0,A Woman of Substance ,A Woman of Substance (Emma Harte Saga #1),eng,4.16,31309,32932,614,412,1129,5996,10664,14731,https://images.gr-assets.com/books/1330029941m/8155.jpg,https://images.gr-assets.com/books/1330029941s/8155.jpg
3005,15791154,15791154,21512735,51,1455521213,9781455521210.0,David Baldacci,2013.0,The Hit,"The Hit (Will Robie, #2)",eng,4.05,25123,35810,2513,259,1016,6941,16182,11412,https://images.gr-assets.com/books/1361749502m/15791154.jpg,https://images.gr-assets.com/books/1361749502s/15791154.jpg
3006,22200,22200,879764,72,441013678,9780441013680.0,William Gibson,1986.0,Count Zero,"Count Zero (Sprawl, #2)",en-US,4.0,32238,35681,799,161,1189,8089,15370,10872,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3007,24472,24472,2328437,53,140006466X,9781400064660.0,Lisa See,2007.0,Peony in Love,Peony in Love,eng,3.59,34044,37399,4089,1469,4139,10908,12729,8154,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3010,7058405,7058405,1395190,130,1605980927,9781605980930.0,"Camilla Läckberg, Steven T. Murray",2004.0,Isprinsessan,"The Ice Princess (Patrik Hedström, #1)",eng,3.69,29913,39710,3024,1010,3143,11386,15624,8547,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3011,22649,22649,2363,38,767907817,9780767907810.0,Jane Green,2000.0,Bookends,Bookends,eng,3.7,32755,33762,847,741,2549,10873,11676,7923,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3013,88071,88071,18279847,33,765316978,9780765316970.0,John Scalzi,2007.0,The Last Colony,The Last Colony (Old Man's War #3),en-US,4.03,29154,35957,1724,115,761,7306,17444,10331,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3016,9298,9298,510806,60,60086246,9780060086240.0,Marian Keyes,1999.0,Last Chance Saloon,Last Chance Saloon,en-US,3.78,32255,34161,755,593,2184,10221,12236,8927,https://images.gr-assets.com/books/1407708818m/9298.jpg,https://images.gr-assets.com/books/1407708818s/9298.jpg
3019,77366,77366,2321243,34,441328091,9780441328090.0,Robin McKinley,1984.0,,"The Hero and the Crown (Damar, #2)",eng,4.21,41796,44796,1887,629,1491,7002,14285,21389,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3020,7723,7723,19196823,205,1593080298,9781593080300.0,"Franz Kafka, Jason Baker, Donna Freed",1915.0,Die Verwandlung und andere Erzählungen,The Metamorphosis and Other Stories,eng,4.01,29817,39100,1268,666,2005,7699,14546,14184,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3021,218357,218357,1183462,38,006079156X,9780060791570.0,Thrity Umrigar,2006.0,The Space Between Us,The Space Between Us,en-US,3.98,30326,32348,3208,289,1237,6938,14364,9520,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3023,4921,4921,4476508,747,140621334,9780140621330.0,Jerome K. Jerome,1889.0,Three Men in a Boat (To Say Nothing of the Dog),"Three Men in a Boat (Three Men, #1)",eng,3.9,30250,38799,3051,896,2523,8895,13589,12896,https://images.gr-assets.com/books/1392791656m/4921.jpg,https://images.gr-assets.com/books/1392791656s/4921.jpg
3024,214614,214614,234706,37,345326490,9780345326490.0,Edward Abbey,1968.0,Desert Solitaire,Desert Solitaire,en-US,4.22,27723,29658,1826,469,1021,4255,9676,14237,https://images.gr-assets.com/books/1399583343m/214614.jpg,https://images.gr-assets.com/books/1399583343s/214614.jpg
3027,9570,9570,1105820,30,1842431293,9781842431290.0,Tom Robbins,1971.0,Another Roadside Attraction,Another Roadside Attraction,en-US,3.97,25777,27937,857,301,1328,6419,10667,9222,https://images.gr-assets.com/books/1327866271m/9570.jpg,https://images.gr-assets.com/books/1327866271s/9570.jpg
3028,92163,1853145,1952547,45,517223546,9780517223540.0,Edward Rutherfurd,1987.0,Sarum: The Novel of England,Sarum: The Novel of England,eng,4.07,28292,34364,1194,567,1587,6389,12185,13636,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3029,43328,43328,1475717,85,6178731,9780006178740.0,Sidney Sheldon,1980.0,Rage of Angels,Rage of Angels,eng,3.91,27196,29867,868,317,1648,7667,10942,9293,https://images.gr-assets.com/books/1356445383m/43328.jpg,https://images.gr-assets.com/books/1356445383s/43328.jpg
3031,9395215,9395215,14278985,49,142998192X,9781429981930.0,Alyson Noel,2011.0,Everlasting,"Everlasting (The Immortals, #6)",eng,3.92,38185,40766,1683,1655,3321,8402,10599,16789,https://images.gr-assets.com/books/1362336387m/9395215.jpg,https://images.gr-assets.com/books/1362336387s/9395215.jpg
3033,586472,586472,907221,44,553381350,9780553381350.0,Tom Wolfe,1979.0,The Right Stuff,The Right Stuff,eng,4.23,30701,32960,935,330,780,4710,12237,14903,https://images.gr-assets.com/books/1393654700m/586472.jpg,https://images.gr-assets.com/books/1393654700s/586472.jpg
3034,129645,129645,912164,48,312349998,9780312350000.0,Madeleine Wickham,2000.0,Cocktails for Three,Cocktails for Three,en-US,3.38,30415,32265,1043,1356,4451,12253,8856,5349,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3035,32255,32255,2692184,78,345476980,9780345476980.0,Tess Gerritsen,2006.0,Vanish,"Vanish (Rizzoli & Isles, #5)",en-US,4.13,37045,41361,1251,411,1035,7310,16559,16046,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3036,33441,33441,1684116,32,006056668X,9780060566680.0,Christopher Moore,2003.0,"Fluke: Or, I Know Why the Winged Whale Sings","Fluke: Or, I Know Why the Winged Whale Sings",eng,3.73,32675,33997,1935,575,2584,10228,12515,8095,https://images.gr-assets.com/books/1168444068m/33441.jpg,https://images.gr-assets.com/books/1168444068s/33441.jpg
3037,899492,899492,19034527,151,871917726,9780871917720.0,"Edgar Allan Poe, Byron Glaser, Bill D. Fountain",1843.0,The Tell-Tale Heart,The Tell-Tale Heart,eng,4.22,33704,39717,1077,282,1055,6348,14044,17988,https://images.gr-assets.com/books/1317724096m/899492.jpg,https://images.gr-assets.com/books/1317724096s/899492.jpg
3038,7362158,7362158,9152917,42,1594487561,9781594487570.0,Jean Kwok,2010.0,Girl in Translation,Girl in Translation,eng,3.96,34823,37579,4732,295,1354,8267,17347,10316,https://images.gr-assets.com/books/1347022887m/7362158.jpg,https://images.gr-assets.com/books/1347022887s/7362158.jpg
3039,17565845,17565845,24500875,43,62014552,9780062014560.0,Lauren Oliver,2014.0,Panic,"Panic (Panic, #1)",eng,3.56,39875,43338,5879,1237,4436,14163,15632,7870,https://images.gr-assets.com/books/1374066076m/17565845.jpg,https://images.gr-assets.com/books/1374066076s/17565845.jpg
3040,13146214,13146214,18323697,32,,,Abbi Glines,2012.0,Because of Low,"Because of Low (Sea Breeze, #2)",eng,4.14,48344,50782,2196,428,1672,8782,19344,20556,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3042,217432,217432,969953,46,345450744,9780345450750.0,Kristin Hannah,2003.0,Between Sisters,Between Sisters,eng,4.0,28020,31393,1525,317,1078,7146,12638,10214,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3043,17920175,17920175,25114804,38,1477808701,9781477808700.0,Blake Crouch,2013.0,Wayward,"Wayward (Wayward Pines, #2)",eng,4.12,19208,33543,2067,210,738,5608,15169,11818,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3045,23305614,23305614,42860694,64,553536516,9780553536520.0,Sophie Kinsella,2015.0,Finding Audrey,Finding Audrey,eng,3.82,38226,43951,6643,863,2596,11241,18080,11171,https://images.gr-assets.com/books/1466835008m/23305614.jpg,https://images.gr-assets.com/books/1466835008s/23305614.jpg
3047,105551,105551,2736849,33,7158475,9780007158480.0,Dr. Seuss,1965.0,Fox in Socks,Fox in Socks,eng,4.04,40369,44084,1044,880,2670,9636,11377,19521,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3048,2517,2517,2150886,140,375706852,9780375706850.0,"Orhan Pamuk, Erdağ M. Göknar",1998.0,Benim Adım Kırmızı,My Name is Red,eng,3.83,27314,33212,3006,1012,2554,7479,12290,9877,https://images.gr-assets.com/books/1374015288m/2517.jpg,https://images.gr-assets.com/books/1374015288s/2517.jpg
3049,78250,78250,2029104,112,671227424,9780671227420.0,Carlos Castaneda,1968.0,The Teachings of Don Juan: A Yaqui Way of Knowledge,The Teachings of Don Juan: A Yaqui Way of Knowledge ,en-US,3.94,27784,30576,849,741,1884,6764,10389,10798,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3050,9509287,9509287,14395005,52,446573108,9780446573110.0,David Baldacci,2011.0,The Sixth Man,"The Sixth Man (Sean King & Michelle Maxwell, #5)",en-US,4.13,29257,33829,1598,237,848,5810,14453,12481,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3059,40745,40745,40330,49,1400062756,9781400062750.0,Carol S. Dweck,2006.0,Mindset: The New Psychology of Success,Mindset: The New Psychology of Success,en-US,4.04,31174,37162,3668,661,1889,7058,13356,14198,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3060,5972040,5972040,6145101,32,545060443,9780545060450.0,Jude Watson,2009.0,"Beyond the Grave (The 39 Clues, #4)",Beyond the Grave (The 39 Clues #4),eng,3.92,37475,38202,834,1098,2334,9181,11452,14137,https://images.gr-assets.com/books/1385209619m/5972040.jpg,https://images.gr-assets.com/books/1385209619s/5972040.jpg
3061,26435,26435,2976220,81,6280935,9780006280930.0,C.S. Lewis,1940.0,The Problem of Pain,The Problem of Pain,eng,4.12,29179,31440,1207,493,1065,5529,11394,12959,https://images.gr-assets.com/books/1328546308m/26435.jpg,https://images.gr-assets.com/books/1328546308s/26435.jpg
3062,2527900,2527900,2535409,46,300122233,9780300122240.0,"Richard H. Thaler, Cass R. Sunstein",2008.0,"Nudge: Improving Decisions About Health, Wealth, and Happiness","Nudge: Improving Decisions About Health, Wealth, and Happiness",eng,3.8,29552,32763,1478,634,2277,8824,12271,8757,https://images.gr-assets.com/books/1328828013m/2527900.jpg,https://images.gr-assets.com/books/1328828013s/2527900.jpg
3063,210329,210329,1530651,96,1416949658,9781416949660.0,Susan Cooper,1973.0,The Dark Is Rising,"The Dark Is Rising (The Dark is Rising, #2)",eng,4.07,39881,43237,1807,851,2090,8199,14295,17802,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3064,23754479,23754479,43369154,66,374239215,9780374239210.0,Jonathan Franzen,2015.0,Purity,Purity,eng,3.59,24811,30459,3742,1169,2969,8717,11863,5741,https://images.gr-assets.com/books/1438958976m/23754479.jpg,https://images.gr-assets.com/books/1438958976s/23754479.jpg
3065,32446,32446,2200649,51,451205421,9780451205420.0,"Richard Paige, Dean Koontz",1985.0,The Door to December,The Door to December,en-US,3.94,30599,31957,608,337,1722,8166,10980,10752,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3066,53625,53625,1831604,70,747266921,9780747266920.0,James Patterson,2002.0,Four Blind Mice,"Four Blind Mice (Alex Cross, #8)",en-US,3.98,33668,37078,744,231,1216,9105,15172,11354,https://images.gr-assets.com/books/1408929456m/53625.jpg,https://images.gr-assets.com/books/1408929456s/53625.jpg
3068,9595,9595,815535,65,385334230,9780385334240.0,Kurt Vonnegut Jr.,1976.0,Slapstick,"Slapstick, or Lonesome No More!",eng,3.87,27371,29477,1043,307,1623,7741,11690,8116,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3069,38315,38315,3119175,46,812975219,9780812975220.0,Nassim Nicholas Taleb,2001.0,Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets,Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets,eng,4.05,28674,30789,1207,565,1461,5571,11342,11850,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3070,14975,14975,1225097,106,425213978,9780425213970.0,Kate Mosse,2005.0,Labyrinth,"Labyrinth (Languedoc, #1)",eng,3.55,36237,40163,2670,1932,4495,11979,13233,8524,https://images.gr-assets.com/books/1312498906m/14975.jpg,https://images.gr-assets.com/books/1312498906s/14975.jpg
3072,76679,76679,3046979,92,553565079,9780553565070.0,Isaac Asimov,1993.0,Forward the Foundation,Forward the Foundation (Foundation: Prequel #2),eng,4.13,31686,34420,584,174,1011,6747,12881,13607,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3075,7619292,7619292,10090991,43,759529434,9780759529430.0,"Young Kim, Stephenie Meyer",2010.0,Twilight: The Graphic Novel,"Twilight: The Graphic Novel, Vol. 1 (Twilight: The Graphic Novel, #1)",en-US,3.74,37292,38329,1915,3745,3298,7559,8272,15455,https://images.gr-assets.com/books/1317294278m/7619292.jpg,https://images.gr-assets.com/books/1317294278s/7619292.jpg
3076,56034,56034,1816464,137,99478331,9780099478330.0,John Fowles,1969.0,The French Lieutenant's Woman,The French Lieutenant's Woman,eng,3.85,34897,38743,1237,826,2384,9452,15018,11063,https://images.gr-assets.com/books/1466630905m/56034.jpg,https://images.gr-assets.com/books/1466630905s/56034.jpg
3077,732562,732562,678243,303,486223051,9780486223060.0,"Samuel Taylor Coleridge, Gustave Doré",1798.0,The Rime of the Ancient Mariner,The Rime of the Ancient Mariner,eng,3.93,37299,39669,713,706,2618,9315,13212,13818,https://images.gr-assets.com/books/1436976206m/732562.jpg,https://images.gr-assets.com/books/1436976206s/732562.jpg
3078,240130,240130,844184,42,920236162,9780920236160.0,"Robert Munsch, Michael Martchenko",1980.0,The Paper Bag Princess,The Paper Bag Princess,en-GB,4.32,38040,39765,1562,471,1173,5354,11071,21696,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3079,163977,163977,890203,145,582461502,9780582461500.0,John Steinbeck,1935.0,Tortilla Flat,Tortilla Flat,eng,3.82,30048,34569,1776,440,2050,9607,13515,8957,https://images.gr-assets.com/books/1400859671m/163977.jpg,https://images.gr-assets.com/books/1400859671s/163977.jpg
3080,23814,23814,575986,555,812966295,9780812966300.0,H. Rider Haggard,1885.0,King Solomon's Mines,"King Solomon's Mines (Allan Quatermain, #1)",eng,3.8,31191,36163,1413,541,2334,10364,13516,9408,https://images.gr-assets.com/books/1418964233m/23814.jpg,https://images.gr-assets.com/books/1418964233s/23814.jpg
